slug,provider,actionButtons,planName,planType,historicalData,apiType,technology,accessPrice,queryPrice,verifiedUptime,verifiedLatency,verifiedBlocksBehindAvg,uptimeSla,bandwidthSla,blocksBehindSla,supportSla,starred,trial,availableApis,limitations,securityImprovements,monitoringAndAnalytics,regions,additionalFeatures,address
infura-enterprise-full-archive,Infura,"[""[Contact](https://www.infura.io/contact)"",""[Docs](https://docs.metamask.io/services/)""]",,Enterprise,Archive,RPC,EVM JSON-RPC,Custom,Custom,NULL,NULL,NULL,Custom,NULL,NULL,,FALSE,FALSE,"[""eth"",""web3"",""net"",""debug"",""trace""]","[""custom limits""]","[""Advanced security, support SLA""]","[""Advanced analytics"",""Custom dashboards"",""Crypto payments""]","[""Global""]",,
infura-enterprise-recent-state,Infura,"[""[Contact](https://www.infura.io/contact)"",""[Docs](https://docs.metamask.io/services/)""]",,Enterprise,Pruned,RPC,EVM JSON-RPC,Custom,Custom,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""eth"",""web3"",""net"",""debug"",""trace""]","[""custom limits""]","[""Advanced security, support SLA""]","[""Advanced analytics"",""Custom dashboards"",""Crypto payments""]","[""Global""]",,
infura-free-full-archive,Infura,"[""[Website](https://www.infura.io/)"",""[Docs](https://docs.metamask.io/services/)""]",,Free,Archive,RPC,EVM JSON-RPC,$0,$0,NULL,NULL,NULL,NULL,NULL,NULL,,FALSE,FALSE,"[""eth"",""web3"",""net""]","[""3M credits/day with throughput 500 credits/sec"",""1 API Key""]","[""Enterprise-grade security""]","[""Usage analytics"",""Credit-based monitoring""]","[""Global""]",,
infura-free-recent-state,Infura,"[""[Website](https://www.infura.io/)"",""[Docs](https://docs.metamask.io/services/)""]",,Free,Pruned,RPC,EVM JSON-RPC,$0,$0,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""eth"",""web3"",""net""]","[""3M credits/day with throughput 500 credits/sec"",""1 API Key""]","[""Enterprise-grade security""]","[""Usage analytics"",""Credit-based monitoring""]","[""Global""]",,
infura-pay-as-you-go-full-archive,Infura,"[""[Buy](https://www.infura.io/pricing)"",""[Docs](https://docs.metamask.io/services/)""]",,Pay-as-you-go,Archive,RPC,EVM JSON-RPC,$50/$225,$0,NULL,NULL,NULL,NULL,NULL,NULL,,FALSE,FALSE,"[""eth"",""web3"",""net"",""debug"",""trace""]","[""15M/75M credits/day with throughput 4K/40K credits/sec"" ,""5/unlimited API Keys""]","[""Enterprise-grade security""]","[""Detailed usage analytics"",""Flex billing""]","[""Global""]",,
infura-pay-as-you-go-recent-state,Infura,"[""[Buy](https://www.infura.io/pricing)"",""[Docs](https://docs.metamask.io/services/)""]",,Pay-as-you-go,Pruned,RPC,EVM JSON-RPC,$50/$225,$0,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""eth"",""web3"",""net"",""debug"",""trace""]","[""15M/75M credits/day with throughput 4K/40K credits/sec"" ,""5/unlimited API Keys""]","[""Enterprise-grade security""]","[""Detailed usage analytics"",""Flex billing""]","[""Global""]",,
lavanetwork-public-recent-state,Lava Network,"[""[Docs](https://docs.lavanet.xyz/public-rpc-endpoints/)""]",Public,Recent-State,Pruned,RPC,EVM JSON-RPC,$0,$0,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""All read methods + MPoolPush""]",NULL,"[""Domain name protection""]",NULL,NULL,,
mobula-enterprise-indexer,Mobula,,,Enterprise,Archive,Indexed Data,The Graph,Up to $750,Custom pricing & SLAs,NULL,NULL,NULL,,,,,FALSE,FALSE,"[""API"",""SDK"",""Dashboards""]","[""Unlimited credits/mo""]","[""Security monitoring tools""]","[""Advanced analytics""]","[""Global""]","[""Support for private analytics"",""High throughput"",""WSS feeds"",""24/7 support on Telegram, Discord, and Slack"",""Custom endpoints""]",null
mobula-free-indexer,Mobula,,,Free,Archive,Indexed Data,The Graph,$0,null,NULL,NULL,NULL,,,,,FALSE,FALSE,"[""API"",""SDK"",""Dashboards""]","[""10K credits/mo"",""360K credits/1 subgraph""]","[""Security monitoring tools""]","[""Advanced analytics""]","[""Global""]","[""Support for private analytics"",""High throughput"",""Support on Discord""]",null
mobula-pay-as-you-go-indexer,Mobula,,,Pay-as-you-go,Archive,Indexed Data,The Graph,$50/$400,null,NULL,NULL,NULL,,,,,FALSE,FALSE,"[""API"",""SDK"",""Dashboards""]","[""125K/1M250K credits/mo"",""360K credits/1 subgraph""]","[""Security monitoring tools""]","[""Advanced analytics""]","[""Global""]","[""Support for private analytics"",""High throughput"",""WSS feeds"",""24/7 support on Telegram, Discord, and Slack""]",null
nownodes-dedicated-recent-state,Nownodes,"[""[Contact](https://account.nownodes.io/auth/login)"",""[Docs](https://nownodes.gitbook.io/documentation)""]",,Dedicated,Pruned,RPC,EVM JSON-RPC,up to €400,no overlimit charges,NULL,NULL,NULL,99.95%,NULL,NULL,,FALSE,FALSE,"[""All read methods + MPoolPush""]","[""Unlimited reqs/mo, no API keys - access via personal credentials""]","[""Domain name protection"",""Secure infrastructure with 24/7 monitoring"",""Private RPC nodes""]","[""per-key analytics""]","[""Global""]",,
nownodes-enterprise-recent-state,Nownodes,"[""[Buy](https://nownodes.io/pricing)"",""[Docs](https://nownodes.gitbook.io/documentation)""]",Enterprise,Tiered,Pruned,RPC,EVM JSON-RPC,"€500 (monthly plan), €5500 (yearly plan)",€5/1M extra requests,NULL,NULL,NULL,99.95%,NULL,NULL,,FALSE,FALSE,"[""All read methods + MPoolPush""]","[""100M req/mo, up to 100 API keys""]","[""Domain name protection"",""Secure infrastructure with 24/7 monitoring"",""Private RPC nodes""]","[""per-key analytics""]","[""Global""]",,
nownodes-free-recent-state,Nownodes,"[""[Website](https://nownodes.io/)"",""[Docs](https://nownodes.gitbook.io/documentation)""]",Free,Free,Pruned,RPC,EVM JSON-RPC,€0,€0,NULL,NULL,NULL,99.95%,NULL,NULL,,FALSE,FALSE,"[""All read methods + MPoolPush""]","[""100K reqs/mo"",""1 month only"",""1 API key/15 RPS limit""]","[""Domain name protection"",""Secure infrastructure with 24/7 monitoring""]","[""per-key analytics""]","[""Global""]",,
nownodes-pro-recent-state,Nownodes,"[""[Buy](https://nownodes.io/pricing)"",""[Docs](https://nownodes.gitbook.io/documentation)""]",Pro,Tiered,Pruned,RPC,EVM JSON-RPC,"€20 (monthly plan), €220 (yearly plan)",€50/€10/1M extra requests,NULL,NULL,NULL,99.95%,NULL,NULL,,FALSE,FALSE,"[""All read methods + MPoolPush""]","[""1M/30M reqs/mo"",""up to 3/up to 25 API keys""]","[""Domain name protection"",""Secure infrastructure with 24/7 monitoring""]","[""per-key analytics""]","[""Global""]",,
nownodes-business-recent-state,Nownodes,"[""[Buy](https://nownodes.io/pricing)"",""[Docs](https://nownodes.gitbook.io/documentation)""]",Business,Tiered,Pruned,RPC,EVM JSON-RPC,"€200 (monthly plan), €2200 (yearly plan)",€50/€10/1M extra requests,NULL,NULL,NULL,99.95%,NULL,NULL,,FALSE,FALSE,"[""All read methods + MPoolPush""]","[""1M/30M reqs/mo"",""up to 3/up to 25 API keys""]","[""Domain name protection"",""Secure infrastructure with 24/7 monitoring""]","[""per-key analytics""]","[""Global""]",,
nownodes-custom-recent-state,Nownodes,"[""[Contact](https://account.nownodes.io/auth/login)"",""[Docs](https://nownodes.gitbook.io/documentation)""]",Custom,Tiered,Pruned,RPC,EVM JSON-RPC,Custom,€5/1M extra requests,NULL,NULL,NULL,99.95%,NULL,NULL,,FALSE,FALSE,"[""All read methods + MPoolPush""]","[""100M req/mo, up to 100 API keys""]","[""Domain name protection"",""Secure infrastructure with 24/7 monitoring"",""Private RPC nodes""]","[""per-key analytics""]","[""Global""]",,
onfinality-dedicated-collator,OnFinality,"[""[Contact](https://onfinality.io/en/pricing)"",""[Docs](https://documentation.onfinality.io/support/)""]",,Dedicated,Pruned,Collator Node,Custom,Custom,Custom,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""Network native APIs"",""Trace API""]",,"[""DDoS Protection"",""IP Protection""]","[""Requests count monitoring"",""Response time monitoring"",""Geographical monitoring"",""Per method monitoring""]","[""N.Virginia"",""Ireland"",""Tokyo"",""Frankfurt""]",,
onfinality-dedicated-full-archive,OnFinality,"[""[Contact](https://onfinality.io/en/pricing)"",""[Docs](https://documentation.onfinality.io/support/)""]",,Dedicated,Archive,RPC,EVM JSON-RPC,Custom,Custom,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""Network native APIs"",""Trace API""]",,"[""DDoS Protection"",""IP Protection""]","[""Requests count monitoring"",""Response time monitoring"",""Geographical monitoring"",""Per method monitoring""]","[""N.Virginia"",""Ireland"",""Tokyo"",""Frankfurt""]",,
onfinality-dedicated-trace,OnFinality,"[""[Contact](https://onfinality.io/en/pricing)"",""[Docs](https://documentation.onfinality.io/support/)""]",,Dedicated,Archive,Trace Node,Custom,Custom,Custom,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""Network native APIs"",""Trace API""]",,"[""DDoS Protection"",""IP Protection""]","[""Requests count monitoring"",""Response time monitoring"",""Geographical monitoring"",""Per method monitoring""]","[""N.Virginia"",""Ireland"",""Tokyo"",""Frankfurt""]",,
onfinality-enterprise-full-archive,OnFinality,"[""[Contact](https://onfinality.io/en/pricing)"",""[Docs](https://documentation.onfinality.io/support/)""]",,Enterprise,Archive,RPC,EVM JSON-RPC,Custom,Custom,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""Network native APIs"",""Trace API""]","[""Unlimited response units"",""Custom limits""]","[""DDoS Protection"",""IP Protection""]","[""Requests count monitoring"",""Response time monitoring"",""Geographical monitoring"",""Per method monitoring""]","[""N.Virginia"",""Ireland"",""Tokyo"",""Frankfurt""]",,
onfinality-developer-full-archive,OnFinality,"[""[Website](https://onfinality.io/en)"",""[Docs](https://documentation.onfinality.io/support/)""]",,Free,Archive,RPC,EVM JSON-RPC,$0,$0,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""Network native APIs"",""Trace API""]","[""400K API daily limit"",""40 response units/sec""]","[""DDoS Protection"",""IP Protection""]","[""Requests count monitoring"",""Response time monitoring"",""Geographical monitoring"",""Per method monitoring""]","[""N.Virginia"",""Ireland"",""Tokyo"",""Frankfurt""]",,
onfinality-growth-full-archive,OnFinality,"[""[Buy](https://onfinality.io/en/pricing)"",""[Docs](https://documentation.onfinality.io/support/)""]",Growth,Tiered,Archive,RPC,EVM JSON-RPC,$49,$6/million extra units,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""Network native APIs"",""Trace API""]","[""20M/100M API response units"",""200/500 response units/sec""]","[""DDoS Protection"",""IP Protection""]","[""Requests count monitoring"",""Response time monitoring"",""Geographical monitoring"",""Per method monitoring""]","[""N.Virginia"",""Ireland"",""Tokyo"",""Frankfurt""]",,
